Estimate,SE,dfcom,LCI,UCI,term,contrast
0.3286325065559285,0.0066522230945598535,449204,0.3155941492905912,0.3416708638212658,I(o_htn >= 1)TRUE at sexMale=0,M2_sexMale
0.3275574454237904,0.006638142667635844,449204,0.31454668579522416,0.34056820505235663,I(o_htn >= 1)TRUE at sexMale=1,M2_sexMale
-0.0010750611321381082,0.006302112158337521,449204,-0.01342720096247965,0.011277078698203434,Interaction of I(o_htn >= 1)TRUE:sexMale,M2_sexMale
0.4039210070027678,0.00965048220316881,449202,0.38500606188455694,0.42283595212097863,I(o_htn >= 1)TRUE at age_category40-64=0,M3_age_category40-64
0.3350665647453911,0.006731299145881117,449202,0.3218732184194641,0.3482599110713181,I(o_htn >= 1)TRUE at age_category40-64=1,M3_age_category40-64
-0.06885444225737672,0.009747666003887986,449202,-0.08795986762499716,-0.04974901688975627,Interaction of I(o_htn >= 1)TRUE:age_category40-64,M3_age_category40-64
0.4039210070027678,0.00965048220316881,449202,0.38500606188455694,0.42283595212097863,I(o_htn >= 1)TRUE at age_category65 plus=0,M3_age_category65 plus
0.23844259618651825,0.00917167933399137,449202,0.22046610469189518,0.25641908768114136,I(o_htn >= 1)TRUE at age_category65 plus=1,M3_age_category65 plus
-0.16547841081624953,0.012013807543436342,449202,-0.18902547360138477,-0.1419313480311143,Interaction of I(o_htn >= 1)TRUE:age_category65 plus,M3_age_category65 plus
0.3518084861217063,0.006582977591812782,449204,0.3389058500417532,0.36471112220165935,I(o_htn >= 1)TRUE at residenceUrban=0,M4_residenceUrban
0.28235047234022526,0.010996336153469904,449204,0.26079765347942424,0.30390329120102627,I(o_htn >= 1)TRUE at residenceUrban=1,M4_residenceUrban
-0.06945801378148103,0.012597942387603518,449204,-0.09414998086118392,-0.04476604670177814,Interaction of I(o_htn >= 1)TRUE:residenceUrban,M4_residenceUrban
1.2090855766033843,0.007654068813791203,449204,1.1940836017283536,1.224087551478415,I(o_htn_blood_related >= 1)TRUE at sexMale=0,S2_sexMale
0.36014935057788156,0.006498918523990601,449204,0.34741147027086,0.3728872308849031,I(o_htn_blood_related >= 1)TRUE at sexMale=1,S2_sexMale
-0.8489362260255028,0.008346088587273941,449204,-0.8652945596565597,-0.8325778923944459,Interaction of I(o_htn_blood_related >= 1)TRUE:sexMale,S2_sexMale
0.9336473915490816,0.009893950614283954,449202,0.9142552483450851,0.9530395347530781,I(o_htn_blood_related >= 1)TRUE at age_category40-64=0,S3_age_category40-64
0.7724939408673661,0.00666992425386527,449202,0.7594208893297902,0.785566992404942,I(o_htn_blood_related >= 1)TRUE at age_category40-64=1,S3_age_category40-64
-0.16115345068171552,0.010688198901107088,449202,-0.18210232052788541,-0.14020458083554563,Interaction of I(o_htn_blood_related >= 1)TRUE:age_category40-64,S3_age_category40-64
0.9336473915490816,0.009893950614283954,449202,0.9142552483450851,0.9530395347530781,I(o_htn_blood_related >= 1)TRUE at age_category65 plus=0,S3_age_category65 plus
0.3326103253645454,0.008885561851288606,449202,0.31519462413601973,0.350026026593071,I(o_htn_blood_related >= 1)TRUE at age_category65 plus=1,S3_age_category65 plus
-0.6010370661845362,0.012455001771596265,449202,-0.6254488696568649,-0.5766252627122076,Interaction of I(o_htn_blood_related >= 1)TRUE:age_category65 plus,S3_age_category65 plus
0.7764009979200495,0.006206239311515365,449204,0.7642367688694793,0.7885652269706196,I(o_htn_blood_related >= 1)TRUE at residenceUrban=0,S4_residenceUrban
0.6642126129608784,0.010651187294964715,449204,0.6433362858627476,0.6850889400590092,I(o_htn_blood_related >= 1)TRUE at residenceUrban=1,S4_residenceUrban
-0.11218838495917102,0.012267109307337548,449204,-0.13623191920155261,-0.08814485071678943,Interaction of I(o_htn_blood_related >= 1)TRUE:residenceUrban,S4_residenceUrban
-0.021938939507609823,0.014609062160443931,449204,-0.05057270134207993,0.0066948223268602815,I(o_htn_not_blood_related >= 1)TRUE at sexMale=0,T2_sexMale
0.21869970890626003,0.009533721764499197,449204,0.20001361424784161,0.23738580356467845,I(o_htn_not_blood_related >= 1)TRUE at sexMale=1,T2_sexMale
0.24063864841386987,0.015837796568511284,449204,0.20959656713958774,0.271680729688152,Interaction of I(o_htn_not_blood_related >= 1)TRUE:sexMale,T2_sexMale
0.4105632025047139,0.01583635742168483,449202,0.37952394195821165,0.44160246305121614,I(o_htn_not_blood_related >= 1)TRUE at age_category40-64=0,T3_age_category40-64
0.04950059062354356,0.011609734236569021,449202,0.02674551151986828,0.07225566972721884,I(o_htn_not_blood_related >= 1)TRUE at age_category40-64=1,T3_age_category40-64
-0.36106261188117034,0.017289838346254475,449202,-0.3949506950398291,-0.32717452872251157,Interaction of I(o_htn_not_blood_related >= 1)TRUE:age_category40-64,T3_age_category40-64
0.4105632025047139,0.01583635742168483,449202,0.37952394195821165,0.44160246305121614,I(o_htn_not_blood_related >= 1)TRUE at age_category65 plus=0,T3_age_category65 plus
0.06539450216691578,0.012007082855485914,449202,0.04186061977016339,0.08892838456366817,I(o_htn_not_blood_related >= 1)TRUE at age_category65 plus=1,T3_age_category65 plus
-0.3451687003377981,0.01893650623624915,449202,-0.38228425256084647,-0.30805314811474976,Interaction of I(o_htn_not_blood_related >= 1)TRUE:age_category65 plus,T3_age_category65 plus
0.13043906094341623,0.010173514679934277,449204,0.11049897217074504,0.1503791497160874,I(o_htn_not_blood_related >= 1)TRUE at residenceUrban=0,T4_residenceUrban
0.1192653443782548,0.016039711489739462,449204,0.08782750985836546,0.15070317889814414,I(o_htn_not_blood_related >= 1)TRUE at residenceUrban=1,T4_residenceUrban
-0.011173716565161428,0.018846286946045506,449204,-0.048112438979410616,0.025765005849087762,Interaction of I(o_htn_not_blood_related >= 1)TRUE:residenceUrban,T4_residenceUrban
1.2116751806462516,0.007668469754199548,449202,1.1966449799280205,1.2267053813644826,I(o_htn_blood_related >= 1)TRUE at sexMale=0,U2_sexMale
0.3498464787462615,0.006520586535188886,449202,0.3370661291372913,0.36262682835523175,I(o_htn_blood_related >= 1)TRUE at sexMale=1,U2_sexMale
-0.8618287018999901,0.00849250089568763,449202,-0.8784740036555378,-0.8451834001444423,Interaction of I(o_htn_blood_related >= 1)TRUE:sexMale,U2_sexMale
0.01250068997491729,0.014302326637829176,449202,-0.015531870235227894,0.04053325018506247,I(o_htn_not_blood_related >= 1)TRUE at sexMale=0,U2_sexMale
0.01250068997491729,0.014302326637829176,449202,-0.015531870235227894,0.04053325018506247,I(o_htn_not_blood_related >= 1)TRUE at sexMale=1,U2_sexMale
0,0,449202,0,0,Interaction of I(o_htn_not_blood_related >= 1)TRUE:sexMale,U2_sexMale
0.9448313948498405,0.009786816209138348,449198,0.9256492350799294,0.9640135546197516,I(o_htn_blood_related >= 1)TRUE at age_category40-64=0,U3_age_category40-64
0.7620927612954045,0.006554860403001778,449198,0.749245234905521,0.774940287685288,I(o_htn_blood_related >= 1)TRUE at age_category40-64=1,U3_age_category40-64
-0.18273863355443598,0.010587777525903268,449198,-0.20349067750520639,-0.16198658960366558,Interaction of I(o_htn_blood_related >= 1)TRUE:age_category40-64,U3_age_category40-64
0.9448313948498405,0.009786816209138348,449198,0.9256492350799294,0.9640135546197516,I(o_htn_blood_related >= 1)TRUE at age_category65 plus=0,U3_age_category65 plus
0.3344833236207658,0.00896448233882539,449198,0.31691293823666805,0.3520537090048636,I(o_htn_blood_related >= 1)TRUE at age_category65 plus=1,U3_age_category65 plus
-0.6103480712290746,0.012458833986205984,449198,-0.6347673858420384,-0.5859287566161109,Interaction of I(o_htn_blood_related >= 1)TRUE:age_category65 plus,U3_age_category65 plus
0.34122605475924345,0.015091469621606922,449198,0.3116467743008939,0.370805335217593,I(o_htn_not_blood_related >= 1)TRUE at age_category40-64=0,U3_age_category40-64
0.34122605475924345,0.015091469621606922,449198,0.3116467743008939,0.370805335217593,I(o_htn_not_blood_related >= 1)TRUE at age_category40-64=1,U3_age_category40-64
0,0,449198,0,0,Interaction of I(o_htn_not_blood_related >= 1)TRUE:age_category40-64,U3_age_category40-64
0.34122605475924345,0.015091469621606922,449198,0.3116467743008939,0.370805335217593,I(o_htn_not_blood_related >= 1)TRUE at age_category65 plus=0,U3_age_category65 plus
0.34122605475924345,0.015091469621606922,449198,0.3116467743008939,0.370805335217593,I(o_htn_not_blood_related >= 1)TRUE at age_category65 plus=1,U3_age_category65 plus
0,0,449198,0,0,Interaction of I(o_htn_not_blood_related >= 1)TRUE:age_category65 plus,U3_age_category65 plus
0.7752900951344491,0.0061820751133936785,449202,0.7631732279121975,0.7874069623567007,I(o_htn_blood_related >= 1)TRUE at residenceUrban=0,U4_residenceUrban
0.6633759687420876,0.010619309898871167,449202,0.6425621213403001,0.6841898161438751,I(o_htn_blood_related >= 1)TRUE at residenceUrban=1,U4_residenceUrban
-0.1119141263923615,0.012226437490956773,449202,-0.13587794387463675,-0.08795030891008622,Interaction of I(o_htn_blood_related >= 1)TRUE:residenceUrban,U4_residenceUrban
0.09604991363836238,0.009019746435074,449202,0.07837121062561733,0.11372861665110742,I(o_htn_not_blood_related >= 1)TRUE at residenceUrban=0,U4_residenceUrban
0.09604991363836238,0.009019746435074,449202,0.07837121062561733,0.11372861665110742,I(o_htn_not_blood_related >= 1)TRUE at residenceUrban=1,U4_residenceUrban
0,0,449202,0,0,Interaction of I(o_htn_not_blood_related >= 1)TRUE:residenceUrban,U4_residenceUrban
0.5190269724306733,0.00775465730604554,235560,0.503827844110824,0.5342261007505226,I(o_diagnosedhtn >= 1)TRUE at sexMale=0,P2_sexMale
0.7147044224706407,0.010595428925909778,235560,0.6939373817758575,0.7354714631654239,I(o_diagnosedhtn >= 1)TRUE at sexMale=1,P2_sexMale
0.19567745003996737,0.010503425925978001,235560,0.17509073522505048,0.21626416485488426,Interaction of I(o_diagnosedhtn >= 1)TRUE:sexMale,P2_sexMale
0.8043851419210231,0.013402361422802248,235558,0.7781165135323307,0.8306537703097154,I(o_diagnosedhtn >= 1)TRUE at age_category40-64=0,P3_age_category40-64
0.5623508213690889,0.00917638563041155,235558,0.5443651055334823,0.5803365372046955,I(o_diagnosedhtn >= 1)TRUE at age_category40-64=1,P3_age_category40-64
-0.24203432055193416,0.014409423361979066,235558,-0.2702767903414131,-0.2137918507624552,Interaction of I(o_diagnosedhtn >= 1)TRUE:age_category40-64,P3_age_category40-64
0.8043851419210231,0.013402361422802248,235558,0.7781165135323307,0.8306537703097154,I(o_diagnosedhtn >= 1)TRUE at age_category65 plus=0,P3_age_category65 plus
0.45335766294971336,0.01123656499971407,235558,0.4313339955502738,0.4753813303491529,I(o_diagnosedhtn >= 1)TRUE at age_category65 plus=1,P3_age_category65 plus
-0.3510274789713097,0.016332062198922578,235558,-0.38303832088119794,-0.31901663706142147,Interaction of I(o_diagnosedhtn >= 1)TRUE:age_category65 plus,P3_age_category65 plus
0.6596990432107291,0.008555893376151123,235560,0.642929492193473,0.6764685942279853,I(o_diagnosedhtn >= 1)TRUE at residenceUrban=0,P4_residenceUrban
0.49305344403790785,0.012806544292425724,235560,0.46795261722475345,0.5181542708510622,I(o_diagnosedhtn >= 1)TRUE at residenceUrban=1,P4_residenceUrban
-0.16664559917282132,0.015173805959645875,235560,-0.19638625885372724,-0.1369049394919154,Interaction of I(o_diagnosedhtn >= 1)TRUE:residenceUrban,P4_residenceUrban
0.3771421093929833,0.009351385708183243,443226,0.35881339340494417,0.39547082538102246,I(o_undiagnosedhtn >= 1)TRUE at sexMale=0,Q2_sexMale
0.34761986038524895,0.008459027711485328,443226,0.3310401660707377,0.3641995546997602,I(o_undiagnosedhtn >= 1)TRUE at sexMale=1,Q2_sexMale
-0.029522249007734383,0.00873449217797932,443226,-0.04664185367657385,-0.012402644338894916,Interaction of I(o_undiagnosedhtn >= 1)TRUE:sexMale,Q2_sexMale
0.3874957720793761,0.011670800439539091,443224,0.36462100321787944,0.4103705409408727,I(o_undiagnosedhtn >= 1)TRUE at age_category40-64=0,Q3_age_category40-64
0.3667948651604137,0.008965116589362167,443224,0.34922323664526383,0.3843664936755636,I(o_undiagnosedhtn >= 1)TRUE at age_category40-64=1,Q3_age_category40-64
-0.020700906918962397,0.012120151933041013,443224,-0.04445640470772279,0.00305459086979799,Interaction of I(o_undiagnosedhtn >= 1)TRUE:age_category40-64,Q3_age_category40-64
0.3874957720793761,0.011670800439539091,443224,0.36462100321787944,0.4103705409408727,I(o_undiagnosedhtn >= 1)TRUE at age_category65 plus=0,Q3_age_category65 plus
0.3128251652069309,0.01403532175189522,443224,0.28531593457321625,0.3403343958406455,I(o_undiagnosedhtn >= 1)TRUE at age_category65 plus=1,Q3_age_category65 plus
-0.0746706068724452,0.01661709855480144,443224,-0.10724012003985603,-0.04210109370503438,Interaction of I(o_undiagnosedhtn >= 1)TRUE:age_category65 plus,Q3_age_category65 plus
0.3651372715017733,0.00852698269065937,443226,0.3484243854280809,0.38185015757546564,I(o_undiagnosedhtn >= 1)TRUE at residenceUrban=0,Q4_residenceUrban
0.35214855719708393,0.015409682733136207,443226,0.321945579040137,0.3823515353540309,I(o_undiagnosedhtn >= 1)TRUE at residenceUrban=1,Q4_residenceUrban
-0.012988714304689319,0.01740624295522544,443226,-0.04710495049693118,0.02112752188755254,Interaction of I(o_undiagnosedhtn >= 1)TRUE:residenceUrban,Q4_residenceUrban
-0.03242629405687495,0.01154265470889387,443226,-0.05504989728630694,-0.009802690827442964,I(o_diagnosedhtn >= 1)TRUE at sexMale=0,N2_sexMale
0.0714596315864525,0.009381149971694149,443226,0.05307257764193196,0.08984668553097303,I(o_diagnosedhtn >= 1)TRUE at sexMale=1,N2_sexMale
0.10388592564332745,0.014144727930887637,443226,0.07616225889878768,0.1316095923878672,Interaction of I(o_diagnosedhtn >= 1)TRUE:sexMale,N2_sexMale
0.06597489438435777,0.01248980502316722,443224,0.041494876538950023,0.09045491222976552,I(o_diagnosedhtn >= 1)TRUE at age_category40-64=0,N3_age_category40-64
0.04425947094291181,0.01002716850265216,443224,0.024606220677713578,0.06391272120811005,I(o_diagnosedhtn >= 1)TRUE at age_category40-64=1,N3_age_category40-64
-0.02171542344144596,0.015224645434963558,443224,-0.05155572849397454,0.008124881611082612,Interaction of I(o_diagnosedhtn >= 1)TRUE:age_category40-64,N3_age_category40-64
0.06597489438435777,0.01248980502316722,443224,0.041494876538950023,0.09045491222976552,I(o_diagnosedhtn >= 1)TRUE at age_category65 plus=0,N3_age_category65 plus
-0.06580302416296124,0.016762380946135247,443224,-0.09865729081738633,-0.03294875750853616,I(o_diagnosedhtn >= 1)TRUE at age_category65 plus=1,N3_age_category65 plus
-0.13177791854731902,0.0203208933173266,443224,-0.17160686944927916,-0.09194896764535888,Interaction of I(o_diagnosedhtn >= 1)TRUE:age_category65 plus,N3_age_category65 plus
