Estimate,SE,dfcom,LCI,UCI,term,contrast
0.32863250655592463,0.006652223094560485,449204,0.3155941492905861,0.34167086382126316,I(o_htn >= 1)TRUE at sexMale=0,M2_sexMale
0.327557445423786,0.006638142667636494,449204,0.3145466857952185,0.3405682050523535,I(o_htn >= 1)TRUE at sexMale=1,M2_sexMale
-0.0010750611321386375,0.006302112158338013,449204,-0.013427200962481144,0.011277078698203869,Interaction of I(o_htn >= 1)TRUE:sexMale,M2_sexMale
0.403921007002807,0.009650482203171239,449202,0.38500606188459136,0.4228359521210226,I(o_htn >= 1)TRUE at age_category40-64=0,M3_age_category40-64
0.3350665647454277,0.00673129914588083,449202,0.32187321841950123,0.3482599110713541,I(o_htn >= 1)TRUE at age_category40-64=1,M3_age_category40-64
-0.06885444225737929,0.009747666003888917,449202,-0.08795986762500156,-0.04974901688975701,Interaction of I(o_htn >= 1)TRUE:age_category40-64,M3_age_category40-64
0.403921007002807,0.009650482203171239,449202,0.38500606188459136,0.4228359521210226,I(o_htn >= 1)TRUE at age_category65 plus=0,M3_age_category65 plus
0.23844259618654767,0.009171679333991505,449202,0.22046610469192432,0.256419087681171,I(o_htn >= 1)TRUE at age_category65 plus=1,M3_age_category65 plus
-0.1654784108162593,0.012013807543437694,449202,-0.18902547360139718,-0.14193134803112142,Interaction of I(o_htn >= 1)TRUE:age_category65 plus,M3_age_category65 plus
0.35180848612170884,0.006582977591812325,449204,0.33890585004175666,0.364711122201661,I(o_htn >= 1)TRUE at residenceUrban=0,M4_residenceUrban
0.2823504723402258,0.010996336153469233,449204,0.26079765347942613,0.3039032912010255,I(o_htn >= 1)TRUE at residenceUrban=1,M4_residenceUrban
-0.06945801378148302,0.012597942387602897,449204,-0.0941499808611847,-0.04476604670178134,Interaction of I(o_htn >= 1)TRUE:residenceUrban,M4_residenceUrban
0.18622527110223808,0.0069829423881868,449204,0.17253870402139196,0.1999118381830842,I(o_htn_blood_related >= 1)TRUE at sexMale=0,S2_sexMale
0.2556282366481908,0.0069115902507689555,449204,0.24208151975668363,0.26917495353969795,I(o_htn_blood_related >= 1)TRUE at sexMale=1,S2_sexMale
0.0694029655459527,0.0080405023532135,449204,0.053643580933654234,0.08516235015825116,Interaction of I(o_htn_blood_related >= 1)TRUE:sexMale,S2_sexMale
0.14377269914800445,0.009433360917225768,449202,0.12528331175024193,0.16226208654576696,I(o_htn_blood_related >= 1)TRUE at age_category40-64=0,S3_age_category40-64
0.30410882830949293,0.006533609175249197,449202,0.2913029543260045,0.31691470229298135,I(o_htn_blood_related >= 1)TRUE at age_category40-64=1,S3_age_category40-64
0.16033612916148846,0.009275279467293973,449202,0.14215658140559226,0.17851567691738465,Interaction of I(o_htn_blood_related >= 1)TRUE:age_category40-64,S3_age_category40-64
0.14377269914800445,0.009433360917225768,449202,0.12528331175024193,0.16226208654576696,I(o_htn_blood_related >= 1)TRUE at age_category65 plus=0,S3_age_category65 plus
