Estimate,SE,dfcom,LCI,UCI,term,contrast
0.3286325065559241,0.006691550354838295,3479,0.31551706786044104,0.3417479452514071,I(o_htn >= 1)TRUE at sexMale=0,M2_sexMale
0.32755744542378573,0.0065162137387455915,3479,0.3147856664958444,0.3403292243517271,I(o_htn >= 1)TRUE at sexMale=1,M2_sexMale
-0.0010750611321383601,0.0062880389613671935,3479,-0.013399617496418059,0.011249495232141339,Interaction of I(o_htn >= 1)TRUE:sexMale,M2_sexMale
0.4039210070028054,0.00968702633751487,3477,0.38493443538127625,0.4229075786243346,I(o_htn >= 1)TRUE at age_category40-64=0,M3_age_category40-64
0.33506656474542706,0.006739288051140483,3477,0.32185756016519174,0.3482755693256624,I(o_htn >= 1)TRUE at age_category40-64=1,M3_age_category40-64
-0.06885444225737834,0.009765386102816484,3477,-0.08799459901889865,-0.04971428549585803,Interaction of I(o_htn >= 1)TRUE:age_category40-64,M3_age_category40-64
0.4039210070028054,0.00968702633751487,3477,0.38493443538127625,0.4229075786243346,I(o_htn >= 1)TRUE at age_category65 plus=0,M3_age_category65 plus
0.23844259618655358,0.008998061935976916,3477,0.22080639479203884,0.25607879758106833,I(o_htn >= 1)TRUE at age_category65 plus=1,M3_age_category65 plus
-0.16547841081625184,0.011906267126303926,3477,-0.18881469438380752,-0.14214212724869615,Interaction of I(o_htn >= 1)TRUE:age_category65 plus,M3_age_category65 plus
0.3518084861217098,0.0064842498001665486,3479,0.33909935651338335,0.3645176157300362,I(o_htn >= 1)TRUE at residenceUrban=0,M4_residenceUrban
0.2823504723402268,0.010962936018228672,3479,0.2608631177444986,0.303837826935955,I(o_htn >= 1)TRUE at residenceUrban=1,M4_residenceUrban
-0.06945801378148299,0.012467289575443656,3479,-0.09389390134935255,-0.04502212621361343,Interaction of I(o_htn >= 1)TRUE:residenceUrban,M4_residenceUrban
0.18622527110223777,0.0069265893466634995,3479,0.1726491559827773,0.19980138622169824,I(o_htn_blood_related >= 1)TRUE at sexMale=0,S2_sexMale
0.2556282366481886,0.0069554044860379565,3479,0.24199564385555422,0.269260829440823,I(o_htn_blood_related >= 1)TRUE at sexMale=1,S2_sexMale
0.06940296554595086,0.00810660414668102,3479,0.05351402141845607,0.08529190967344566,Interaction of I(o_htn_blood_related >= 1)TRUE:sexMale,S2_sexMale
0.14377269914799984,0.009395851233642324,3477,0.12535683073006088,0.1621885675659388,I(o_htn_blood_related >= 1)TRUE at age_category40-64=0,S3_age_category40-64
0.3041088283094959,0.006658723716328569,3477,0.29105772982549194,0.3171599267934999,I(o_htn_blood_related >= 1)TRUE at age_category40-64=1,S3_age_category40-64
0.1603361291614961,0.009587720919923841,3477,0.14154419615844535,0.17912806216454683,Interaction of I(o_htn_blood_related >= 1)TRUE:age_category40-64,S3_age_category40-64
0.14377269914799984,0.009395851233642324,3477,0.12535683073006088,0.1621885675659388,I(o_htn_blood_related >= 1)TRUE at age_category65 plus=0,S3_age_category65 plus
0.22800036262777928,0.00814495903112179,3477,0.21203624292678058,0.243964482328778,I(o_htn_blood_related >= 1)TRUE at age_category65 plus=1,S3_age_category65 plus
0.08422766347977945,0.011541674833052651,3477,0.06160598080699625,0.10684934615256264,Interaction of I(o_htn_blood_related >= 1)TRUE:age_category65 plus,S3_age_category65 plus
0.24850102441317978,0.006388384094922132,3479,0.2359797915871324,0.2610222572392272,I(o_htn_blood_related >= 1)TRUE at residenceUrban=0,S4_residenceUrban
0.1807177673297135,0.01048194096608681,3479,0.16017316303618337,0.20126237162324365,I(o_htn_blood_related >= 1)TRUE at residenceUrban=1,S4_residenceUrban
-0.06778325708346626,0.012096678356793181,3479,-0.0914927466627809,-0.04407376750415162,Interaction of I(o_htn_blood_related >= 1)TRUE:residenceUrban,S4_residenceUrban
0.3097941435073645,0.006399790800116904,3479,0.2972505535391354,0.32233773347559364,I(o_htn_not_blood_related >= 1)TRUE at sexMale=0,T2_sexMale
0.2827470106151636,0.006244797878979731,3479,0.27050720677236334,0.2949868144579639,I(o_htn_not_blood_related >= 1)TRUE at sexMale=1,T2_sexMale
